"DATE","TIME","AGE","SEX","RACE","GEOCODE_OVERRIDE","DISTRICT_NUM","DISTRICT_NAME","NEIGHBORHOOD_NAME","COMMUNITY_NAME","LINK","MURDER","PUB_CAUSE","LAT","LNG","IS_MURDER","IS_FATAL","HOUR","HOUR_HH","MINUTES_MM","ID"
"2017-01-08","01:40","21","M","A","(41.98427505791187, -87.68952168524265)","20","Foster","Arcadia Terrace","West Ridge","http://www.chicagotribune.com/news/local/breaking/ct-chicago-weekend-shootings-violence-20170109-story.html","Yes","Shot","41.98427505791187"," -87.68952168524265","1","1","01:40:00","1","40","2202"
"2017-01-09","09:47","21","M","B","(41.871541142463684, -87.73864634335041)","11","Harrison","Lawndale","West Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170109-story.html","Yes","Shot","41.871541142463684"," -87.73864634335041","1","1","09:47:00","9","47","2143"
"2017-01-09","19:44","26","M","B","(41.91013276576996, -87.72762648761272)","25","Grand Central","Hermosa","Humboldt Park","http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170109-story.html","Yes","Shot","41.91013276576996"," -87.72762648761272","1","1","19:44:00","19","44","2203"
"2017-01-11","18:10","18","M","W(H)","(41.81729507446289, -87.691162109375)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170111-story.html","Yes","Shot","41.81729507446289"," -87.691162109375","1","1","18:10:00","18","10","2146"
"2017-01-12","21:23","36","M","W(H)","(41.84168243408203, -87.70948028564453)","10","Ogden","Little Village","South Lawndale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170112-story.html","Yes","Shot","41.84168243408203"," -87.70948028564453","1","1","21:23:00","21","23","2204"
"2017-01-13","21:50","20","M","B","(41.76261901855469, -87.69087982177734)","8","Chicago Lawn","Marquette Park","Chicago Lawn","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html?utm_source=dlvr.it&utm_medium=twitter","Yes","Shot","41.76261901855469"," -87.69087982177734","1","1","21:50:00","21","50","2147"
"2017-01-13","16:00","21","M","B","(41.89127731323242, -87.76561737060547)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html","Yes","Shot","41.89127731323242"," -87.76561737060547","1","1","16:00:00","16","0","2205"
"2017-01-14","3:30","25","M","B","(41.78424835205078, -87.65132904052734)","7","Englewood","Englewood","Englewood","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html","Yes","Shot","41.78424835205078"," -87.65132904052734","1","1","03:30:00","3","30","2148"
"2017-01-14","18:55","26","M","B","(41.896034240722656, -87.76449584960938)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html","Yes","Shot","41.896034240722656"," -87.76449584960938","1","1","18:55:00","18","55","2149"
"2017-01-14","17:04","18","M","B","(41.87409125268459, -87.76458531618118)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-austin-shooting-death-20170116-story.html","Yes","Shot","41.87409125268459"," -87.76458531618118","1","1","17:04:00","17","4","2161"
"2017-01-14","08:05","27","M","B","(41.867382, -87.698722)","11","Harrison","Lawndale","North Lawndale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html","","","41.867382"," -87.698722","0","1","08:05:00","8","5","2187"
"2017-01-15","1:13","34","M","B","(41.870518550276756, -87.743975892663)","11","Harrison","Lawndale","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html","Yes","Shot","41.870518550276756"," -87.743975892663","1","1","01:13:00","1","13","2150"
"2017-01-15","5:30","26","M","B","(41.87609016895294, -87.69195511937141)","11","Harrison","Near West Side","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html","Yes","Shot","41.87609016895294"," -87.69195511937141","1","1","05:30:00","5","30","2206"
"2017-01-15","00:25","34","M","B","(41.879882, -87.710342)","11","Harrison","Fifth City","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-violence-officer-involved-shooting-20170115-story.html","No","Shot","41.879882"," -87.710342","0","1","00:25:00","0","25","2207"
"2017-01-16","01:10","36","M","B","(41.896095275878906, -87.68212127685547)","12","Near West","Ukrainian Village","West Town","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170115-story.html","Yes","Shot","41.896095275878906"," -87.68212127685547","1","1","01:10:00","1","10","2162"
"2017-01-16","11:36","24","M","B","(41.88893127441406, -87.74645233154297)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170116-story.html","Yes","Shot","41.88893127441406"," -87.74645233154297","1","1","11:36:00","11","36","2163"
"2017-01-17","23:27","26","M","B","(41.88272476196289, -87.76543426513672)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170117-story.html","Yes","Shot","41.88272476196289"," -87.76543426513672","1","1","23:27:00","23","27","2166"
"2017-01-17","20:34","28","M","B","(41.75088196992874, -87.6266010850668)","6","Gresham","West Chatham","Chatham","http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170117-story.html","Yes","Shot","41.75088196992874"," -87.6266010850668","1","1","20:34:00","20","34","2184"
"2017-01-17","8:00","0","F","W(H)","(41.90884017944336, -87.71448516845703)","14","Shakespeare","Humboldt Park","Humboldt Park","http://www.chicagotribune.com/news/local/breaking/ct-murder-charges-2-month-old-20170608-story.html","Yes","Child Abuse","41.90884017944336"," -87.71448516845703","1","1","08:00:00","8","0","2212"
"2017-01-17","21:00","25","M","B","(41.80187478661537, -87.59040802717209)","2","Wentworth","Hyde Park","Hyde Park","http://www.chicagotribune.com/news/local/breaking/ct-man-dies-after-being-shot-tuesday-on-the-south-side-20170118-story.html","Yes","Shot","41.80187478661537"," -87.59040802717209","1","1","21:00:00","21","0","2213"
"2017-01-18","16:45","16","M","B","(41.76854632794857, -87.64577351510525)","7","Englewood","Englewood","Englewood","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170118-story.html","Yes","Shot","41.76854632794857"," -87.64577351510525","1","1","16:45:00","16","45","2178"
"2017-01-18","09:20","34","M","B","(41.87251281738281, -87.74275970458984)","11","Harrison","West Garfield Park","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170118-story.html","Yes","Shot","41.87251281738281"," -87.74275970458984","1","1","09:20:00","9","20","2185"
"2017-01-19","09:10","37","M","B","(41.76354217529297, -87.65078735351562)","7","Englewood","Englewood","Englewood","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html","Yes","Shot","41.76354217529297"," -87.65078735351562","1","1","09:10:00","9","10","2214"
"2017-01-19","19:55","15","M","B","(41.767005920410156, -87.63435363769531)","7","Englewood","Englewood","Greater Grand Crossing","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html","Yes","Shot","41.767005920410156"," -87.63435363769531","1","1","19:55:00","19","55","2215"
"2017-01-19","22:00","28","M","B","(41.74728775024414, -87.65937042236328)","6","Gresham","Gresham","Auburn Gresham","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html","Yes","Shot","41.74728775024414"," -87.65937042236328","1","1","22:00:00","22","0","2240"
"2017-01-20","06:50","20","M","B","(41.67045056819916, -87.63691082596779)","5","Calumet","West Pullman","West Pullman","http://www.chicagotribune.com/news/local/breaking/ct-off-duty-robbins-police-officer-fatally-shoots-person-on-far-south-side-20170120-story.html","","Shot","41.67045056819916"," -87.63691082596779","0","1","06:50:00","6","50","2176"
"2017-01-20","17:41","19","M","B","(41.87361180782318, -87.70106591284275)","11","Harrison","Lawndale","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-south-side-man-dies-3-days-after-being-shot-in-lawndale-20170126-story.html","Yes","Shot","41.87361180782318"," -87.70106591284275","1","1","17:41:00","17","41","2224"
"2017-01-21","13:42","24","M","B","(41.880254969000816, -87.692736312747)","11","Harrison","Near West Side","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html","Yes","Shot","41.880254969000816"," -87.692736312747","1","1","13:42:00","13","42","2177"
"2017-01-21","16:53","21","M","B","(41.70415115356445, -87.62480926513672)","5","Calumet","Fernwood","Roseland","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html","Yes","Shot","41.70415115356445"," -87.62480926513672","1","1","16:53:00","16","53","2181"
"2017-01-21","03:15","20","M","B","(41.90090462565422, -87.72398471832275)","11","Harrison","Humboldt Park","Humboldt Park","http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-back-of-the-yards-20170120-story.html","Yes","Shot","41.90090462565422"," -87.72398471832275","1","1","03:15:00","3","15","2241"
"2017-01-21","3:15","27","F","W(H)","(41.82371601462364, -87.71183028817177)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-woman-dies-day-after-being-shot-on-southwest-side-20170122-story.html","Yes","Shot","41.82371601462364"," -87.71183028817177","1","1","03:15:00","3","15","2242"
"2017-01-22","4:04","26","M","B","(41.72984313964844, -87.54610443115234)","4","South Chicago","South Chicago","South Chicago","http://www.chicagotribune.com/news/local/breaking/ct-man-critically-wounded-in-south-chicago-stabbing-20170122-story.html","Yes","Stabbing","41.72984313964844"," -87.54610443115234","1","1","04:04:00","4","4","2179"
"2017-01-23","01:54","20","F","B","(41.884413063526154, -87.75083765387535)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-0122-20170122-story.html","Yes","Shot","41.884413063526154"," -87.75083765387535","1","1","01:54:00","1","54","2182"
"2017-01-23","23:30","20","M","B","(41.88010409474373, -87.66737267374992)","12","Near West","Near West Side","Near West Side","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170123-story.html","Yes","Shot","41.88010409474373"," -87.66737267374992","1","1","23:30:00","23","30","2183"
"2017-01-23","16:27","20","M","W(H)","(41.80076217651367, -87.7176284790039)","8","Chicago Lawn","West Elsdon","West Elsdon","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170123-story.html","Yes","Shot","41.80076217651367"," -87.7176284790039","1","1","16:27:00","16","27","2243"
"2017-01-24","19:42","21","M","B","(41.71761703491211, -87.59429168701172)","5","Calumet","Cottage Grove Heights","Pullman","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170124-story.html","Yes","Shot","41.71761703491211"," -87.59429168701172","1","1","19:42:00","19","42","2186"
"2017-01-26","19:02","17","M","B","(41.76686927676201, -87.63231888413429)","7","Englewood","Englewood","Greater Grand Crossing","http://www.chicagotribune.com/news/local/breaking/ct-teenage-boy-seriously-wounded-in-south-side-shooting-20170126-story.html","Yes","Shot","41.76686927676201"," -87.63231888413429","1","1","19:02:00","19","2","2250"
"2017-01-26","12:45","30","M","B","(41.77907198667526, -87.63876959681511)","7","Englewood","Englewood","Englewood","http://www.chicagotribune.com/news/local/breaking/ct-man-found-dead-on-south-side-was-stabbed-in-chest-20170126-story.html","No","Shot","41.77907198667526"," -87.63876959681511","0","1","12:45:00","12","45","2256"
"2017-01-27","19:45","34","M","B","(41.658451080322266, -87.63371276855469)","5","Calumet","West Pullman","West Pullman","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170127-story.html","Yes","Shot","41.658451080322266"," -87.63371276855469","1","1","19:45:00","19","45","2197"
"2017-01-28","01:40","25","M","B","(41.90418094396591, -87.64815531671047)","18","Near North","Goose Island","Near North Side","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170127-story.html","Yes","Shot","41.90418094396591"," -87.64815531671047","1","1","01:40:00","1","40","2194"
"2017-01-29","23:00","31","M","W(H)","(41.82365036010742, -87.71195983886719)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170129-story.html","Yes","Shot","41.82365036010742"," -87.71195983886719","1","1","23:00:00","23","0","2196"
"2017-01-29","17:35","23","M","B","(41.9217529296875, -87.78070068359375)","25","Grand Central","Belmont Central","Belmont Cragin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170129-story.html","Yes","Shot","41.9217529296875"," -87.78070068359375","1","1","17:35:00","17","35","2251"
"2017-01-30","12:46","19","M","B","(41.810950711369514, -87.59674206376076)","2","Wentworth","North Kenwood","Kenwood","http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170130-story.html","","Shot","41.810950711369514"," -87.59674206376076","0","1","12:46:00","12","46","2252"
"2017-01-30","00:35","55","M","B","(41.739967346191406, -87.56083679199219)","4","South Chicago","South Chicago","South Chicago","http://www.chicagotribune.com/news/local/breaking/ct-man-found-fatally-stabbed-in-south-chicago-20170130-story.html","Yes","Stabbing","41.739967346191406"," -87.56083679199219","1","1","00:35:00","0","35","2253"
"2017-01-31","19:40","22","M","B","(41.81195, -87.619232)","2","Wentworth","Bronzeville","Grand Boulevard","http://www.chicagotribune.com/news/local/breaking/-ct-chicago-violence-shootings-20170131-story.html","Yes","Shot","41.81195"," -87.619232","1","1","19:40:00","19","40","2254"
"2017-02-03","02:23","17","M","W","(41.924587190151215, -87.71513476967812)","25","Grand Central","Logan Square","Logan Square","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170202-story.html","Yes","Shot","41.924587190151215"," -87.71513476967812","1","1","02:23:00","2","23","2198"
"2017-02-03","17:10","15","M","B","(41.68688178062439, -87.63260520994663)","22","Morgan Park","Roseland","Roseland","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170203-story.html","Yes","Shot","41.68688178062439"," -87.63260520994663","1","1","17:10:00","17","10","2255"
"2017-02-04","03:27","15","M","B","(41.718910709023476, -87.57206574082375)","4","South Chicago","Jeffery Manor","South Deering","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170203-story.html","Yes","Shot","41.718910709023476"," -87.57206574082375","1","1","03:27:00","3","27","2199"
"2017-02-05","21:30","27","M","W(H)","(41.80633544921875, -87.75133514404297)","8","Chicago Lawn","Vittum Park","Garfield Ridge","http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170205-story.html","","Shot","41.80633544921875"," -87.75133514404297","0","1","21:30:00","21","30","2200"
"2017-02-06","07:36","33","F","W(H)","(41.81047439575195, -87.68709564208984)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-southwest-side-double-homicide-folo-20170207-story.html","Yes","Shot","41.81047439575195"," -87.68709564208984","1","1","07:36:00","7","36","2285"
"2017-02-06","07:36","31","M","W(H)","(41.81047439575195, -87.68709564208984)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-man-found-dead-on-southwest-side-identified-20170213-story.html","Yes","Shot","41.81047439575195"," -87.68709564208984","1","1","07:36:00","7","36","2286"
"2017-02-08","15:20","24","M","B","(41.885767579078674, -87.64134518802166)","12","Near West","Fulton River District","Near West Side","http://www.chicagotribune.com/news/local/breaking/ct-body-found-metra-tracks-20170208-story.html","Yes","Stabbing","41.885767579078674"," -87.64134518802166","1","1","15:20:00","15","20","2209"
"2017-02-08","20:45","25","M","B","(41.87746815383434, -87.63950854539871)","1","Central","West Loop Gate","Near West Side","http://www.chicagotribune.com/news/local/breaking/ct-amtrak-police-officer-fatal-shooting-20170215-story.html","Yes","Shot","41.87746815383434"," -87.63950854539871","1","1","20:45:00","20","45","2258"
"2017-02-09","21:06","17","M","","(41.97545623779297, -87.76044464111328)","16","Jefferson Park","Jefferson Park","Jefferson Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170209-story.html","","Shot","41.97545623779297"," -87.76044464111328","0","1","21:06:00","21","6","2208"
"2017-02-10","17:47","55","F","W","(41.952354431152344, -87.6888427734375)","19","Town Hall","Horner Park","North Center","http://www.chicagotribune.com/news/local/breaking/ct-police-suggest-shooting-death-may-have-been-suicide-by-cop-20170211-story.html","No","Shot","41.952354431152344"," -87.6888427734375","0","1","17:47:00","17","47","2211"
"2017-02-11","02:25","30","M","B","(41.88605880737305, -87.75932312011719)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-overnight-violence-20170211-story.html","Yes","Shot","41.88605880737305"," -87.75932312011719","1","1","02:25:00","2","25","2210"
"2017-02-11","20:26","21","F","B","(41.88245102763176, -87.77189165353775)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-weekend-violence-victims-identified-20170214-story.html","Yes","Shot","41.88245102763176"," -87.77189165353775","1","1","20:26:00","20","26","2218"
"2017-02-11","06:53","23","M","B","(41.882316917181015, -87.76988334953785)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-weekend-violence-victims-identified-20170214-story.html","Yes","Shot","41.882316917181015"," -87.76988334953785","1","1","06:53:00","6","53","2219"
"2017-02-11","19:15","12","F","B","None","7","Englewood","West Englewood","West Englewood","http://www.chicagotribune.com/news/local/breaking/ct-two-girls-shot-met-20170212-story.html","Yes","Shot","None","","1","1","19:15:00","19","15","2259"
"2017-02-11","19:40","11","F","B","None","3","Grand Crossing","Parkway Gardens","Greater Grand Crossing","http://www.chicagotribune.com/news/local/breaking/ct-one-of-two-girls-wounded-dies-20170214-story.html","Yes","Shot","None","","1","1","19:40:00","19","40","2260"
"2017-02-12","13:55","25","M","B","(41.74205146729946, -87.66153417527676)","6","Gresham","Gresham","Auburn Gresham","http://www.chicagotribune.com/news/local/breaking/ct-weekend-violence-victims-identified-20170214-story.html","Yes","Shot","41.74205146729946"," -87.66153417527676","1","1","13:55:00","13","55","2217"
"2017-02-12","13:44","45","M","B","(41.75905801355839, -87.56417199969292)","3","Grand Crossing","South Shore","South Shore","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170212-story.html","Yes","Shot","41.75905801355839"," -87.56417199969292","1","1","13:44:00","13","44","2227"
"2017-02-14","9:30","18","M","B","(41.85703106224537, -87.72882409393787)","10","Ogden","Lawndale","North Lawndale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170214-story.html","Yes","Shot","41.85703106224537"," -87.72882409393787","1","1","09:30:00","9","30","2220"
"2017-02-14","13:30","26","M","B","(41.848567962646484, -87.73521423339844)","10","Ogden","Lawndale","North Lawndale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-child-shot-20170214-story.html","Yes","Shot","41.848567962646484"," -87.73521423339844","1","1","13:30:00","13","30","2221"
"2017-02-14","11:56","23","M","B","(41.76628589630127, -87.57575176656246)","3","Grand Crossing","South Shore","South Shore","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170214-story.html","Yes","Shot","41.76628589630127"," -87.57575176656246","1","1","11:56:00","11","56","2222"
"2017-02-14","14:40","62","M","B","(41.885704, -87.712707)","11","Harrison","East Garfield Park","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170214-story.html","Yes","Shot","41.885704"," -87.712707","1","1","14:40:00","14","40","2226"
"2017-02-14","13:30","2","M","B","(41.848567962646484, -87.73521423339844)","10","Ogden","Lawndale","North Lawndale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-child-shot-20170214-story.html","Yes","Shot","41.848567962646484"," -87.73521423339844","1","1","13:30:00","13","30","2261"
"2017-02-15","20:43","27","M","B","(41.771769002079964, -87.69966848194599)","8","Chicago Lawn","Marquette Park","Chicago Lawn","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html","Yes","Shot","41.771769002079964"," -87.69966848194599","1","1","20:43:00","20","43","182"
"2017-02-15","03:45","25","M","W(H)","(41.92405343055725, -87.63076923787594)","18","Near North","","Lincoln Park","http://www.chicagotribune.com/news/local/breaking/ct-lake-shore-shore-shooting-20170215-story.html","Yes","Shot","41.92405343055725"," -87.63076923787594","1","1","03:45:00","3","45","2225"
"2017-02-15","14:58","18","M","W(H)","(41.82109451293945, -87.70184326171875)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html","Yes","Shot","41.82109451293945"," -87.70184326171875","1","1","14:58:00","14","58","2230"
"2017-02-15","14:58","20","M","W(H)","(41.82109451293945, -87.70184326171875)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html","Yes","Shot","41.82109451293945"," -87.70184326171875","1","1","14:58:00","14","58","2231"
"2017-02-15","14:58","19","M","B","(41.82109451293945, -87.70184326171875)","9","Deering","Brighton Park","Brighton Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html","Yes","Shot","41.82109451293945"," -87.70184326171875","1","1","14:58:00","14","58","2262"
"2017-02-16","05:41","24","M","W(H)","(41.94005146622658, -87.72741593420506)","17","Albany Park","Kilbourn Park","Irving Park","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170216-story.html","Yes","Shot","41.94005146622658"," -87.72741593420506","1","1","05:41:00","5","41","2223"
"2017-02-16","13:45","20","M","B","(41.8948408216238, -87.76949845254421)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-20170219-story.html","Yes","Shot","41.8948408216238"," -87.76949845254421","1","1","13:45:00","13","45","2236"
"2017-02-17","18:00","31","M","B","(41.7637939453125, -87.6601333618164)","7","Englewood","Englewood","West Englewood","http://www.chicagotribune.com/news/local/breaking/ct-20170219-story.html","Yes","Shot","41.7637939453125"," -87.6601333618164","1","1","18:00:00","18","0","2232"
"2017-02-18","02:55","23","M","B","(41.80222702026367, -87.66442108154297)","9","Deering","Back of the Yards","New City","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170217-story.html","Yes","Shot","41.80222702026367"," -87.66442108154297","1","1","02:55:00","2","55","2228"
"2017-02-18","15:33","33","M","B","(41.87519836425781, -87.7472915649414)","15","Austin","South Austin","Austin","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170218-story.html","Yes","Shot","41.87519836425781"," -87.7472915649414","1","1","15:33:00","15","33","2229"
"2017-02-18","04:25","29","M","W(H)","(41.81206512451172, -87.6702651977539)","9","Deering","Back of the Yards","New City","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170217-story.html","Yes","Shot","41.81206512451172"," -87.6702651977539","1","1","04:25:00","4","25","2233"
"2017-02-20","1:50","33","M","B","(41.880496978759766, -87.7042236328125)","11","Harrison","East Garfield Park","East Garfield Park","http://www.chicagotribune.com/news/local/breaking/ct-2-wounded-in-east-garfield-park-stabbing-20170220-story.html","Yes","Stabbing","41.880496978759766"," -87.7042236328125","1","1","01:50:00","1","50","2237"
"2017-02-20","20:14","27","M","B","(41.655986085534096, -87.59949199855328)","5","Calumet","Altgeld Gardens","Riverdale","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170220-story.html","Yes","Shot","41.655986085534096"," -87.59949199855328","1","1","20:14:00","20","14","2264"
"2017-02-21","21:00","30","M","B","(41.711608, -87.620361)","5","Calumet","Roseland","Roseland","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170221-story.html","Yes","Shot","41.711608"," -87.620361","1","1","21:00:00","21","0","2239"
"2017-02-21","06:14","24","","B","(41.7604866027832, -87.65313720703125)","7","Englewood","Englewood","Englewood","http://www.chicagotribune.com/news/local/breaking/ct--tiara-richmond-transgender-woman-killed20170223-story.html","Yes","Shot","41.7604866027832"," -87.65313720703125","1","1","06:14:00","6","14","2265"
"2017-02-22","00:51","55","M","B","(41.81258773803711, -87.60617065429688)","2","Wentworth","Bronzeville","Kenwood","http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170221-story.html","Yes","Shot","41.81258773803711"," -87.60617065429688","1","1","00:51:00","0","51","2238"
